Season,DayNum,Team,Score_diff_7,ORPerc_diff_7,Ast_diff_7,TOPerc_diff_7,DefEff_diff_7,EffFG_diff_7,FTPerc_diff_7
2025,5,1101,,,,,,,
2025,12,1101,,,,,,,
2025,16,1101,,,,,,,
2025,21,1101,,,,,,,
2025,22,1101,,,,,,,
2025,26,1101,,,,,,,
2025,30,1101,-1.5714285714285714,2.583100009824148,0.0,-3.693858232886545,0.13996097156811443,-4.386217990428792,-1.6409328403307808
2025,35,1101,-2.7142857142857144,1.180511196521049,-0.14285714285714285,-4.784061564163959,0.17389454499748616,-6.370177764080714,1.759735119160707
2025,44,1101,-4.571428571428571,-2.0561946263916706,-0.42857142857142855,-5.492971127598511,0.11502549737843855,-8.288099982754812,2.413711196477745
2025,47,1101,-3.142857142857143,0.8732462340836731,0.14285714285714285,-3.8323204479207056,0.06488544135602958,-6.784034942104406,3.8110120523039464
2025,54,1101,-9.714285714285714,-6.261497318509778,-1.2857142857142858,-3.463503789467027,-0.14900780825150575,-10.044670966711134,2.320967497181275
2025,57,1101,-6.714285714285714,-7.95792588993835,0.7142857142857143,-3.437305641067758,-0.15382147284777906,-6.557266152568728,3.0067995222990143
2025,61,1101,-10.571428571428571,-6.126424058436519,-0.42857142857142855,-1.8423590696725731,-0.24747226649857268,-10.087942370031524,2.2791712729316345
2025,68,1101,-12.0,-6.331584859815341,-0.7142857142857143,-1.313086449569547,-0.34311852500197404,-10.274039797508262,-2.7605112667509055
2025,73,1101,-11.857142857142858,-6.706054396846454,-0.8571428571428571,-0.2310643203975502,-0.5773922344857676,-9.436057211723968,-2.8084336615152625
2025,75,1101,-12.571428571428571,-9.009010061871084,-1.4285714285714286,-1.8115779455743202,-0.451243775102014,-10.270192643066704,-6.107590644882772
2025,80,1101,-11.571428571428571,-6.839075749079631,-1.2857142857142858,0.3568779229309523,-0.5024024203783064,-6.6230064958805555,-5.789032391541911
2025,82,1101,-6.571428571428571,-0.6721458192129468,0.0,-0.7487907532793445,-0.44349307575467606,-4.606626649312032,-6.737910702171374
2025,87,1101,-9.142857142857142,-0.04053206259919051,-1.2857142857142858,1.6010793626590571,-0.47360004607903766,-5.382472702018829,-8.64692430761355
2025,94,1101,-5.571428571428571,-2.2198387985561725,-1.4285714285714286,-0.28499391175952304,-0.3675850084850527,-2.898401995447258,-5.8319623393335025
2025,96,1101,-3.2857142857142856,-7.2606044844831485,-1.2857142857142858,-2.456640795328874,-0.25976187923335203,-2.2988648331022143,-0.593867101238265
2025,101,1101,3.2857142857142856,-5.609729648490346,0.2857142857142857,-3.6540073077996467,-0.08445257422479892,2.998239112746234,1.9050356856829558
2025,108,1101,6.428571428571429,-4.830982921467755,0.0,-5.028183675445059,-0.058850228023160346,4.6006722938108675,2.9310097116569827
2025,110,1101,6.0,-8.825715610781725,-0.14285714285714285,-7.620074367337476,0.01212265873920009,1.9403931504808776,3.598846016139249
2025,115,1101,4.285714285714286,-13.147784519316799,0.0,-6.108328001060674,0.04184848846502983,3.5433735034612304,-0.15632738189129267
2025,117,1101,9.142857142857142,-9.963561335093614,0.8571428571428571,-7.502471457977597,0.06098947819425487,5.019006860252223,9.103103663254037
2025,0,1102,,,,,,,
2025,3,1102,,,,,,,
2025,7,1102,,,,,,,
2025,11,1102,,,,,,,
2025,17,1102,,,,,,,
2025,20,1102,,,,,,,
2025,23,1102,-0.5714285714285714,-9.701768454682524,5.142857142857143,0.7623873851659931,0.05164786300033305,5.179929353365218,-5.230414804602503
2025,26,1102,-0.14285714285714285,-4.778024763657727,4.0,0.5609531555553472,0.02688006114274791,4.370274311510239,-7.803674877862577
2025,28,1102,-2.857142857142857,-5.333141433981768,2.857142857142857,2.448812264502655,-0.01841173978815078,2.668274094857272,-8.606496006313957
2025,33,1102,-0.42857142857142855,-4.897890410495451,3.5714285714285716,3.047754757795952,-0.04623620290673155,6.678620084622149,-10.555045541070387
2025,42,1102,0.0,-6.01833858976716,2.0,1.3994233203363844,0.0065497993660311015,6.242588610854826,-12.886552056720124
2025,47,1102,-1.2857142857142858,-4.764735050449334,0.7142857142857143,2.9620647832596214,0.016212755457558625,6.605639814242164,-15.112897140208066
2025,57,1102,-8.857142857142858,-6.1575143844051405,-1.4285714285714286,1.2415090283208292,0.1099856492304524,-3.241372298873757,-11.711536595990378
2025,61,1102,-9.285714285714286,-6.775693500940121,-0.8571428571428571,2.4169907282592527,0.07052998392339391,-2.9022316258821528,-14.95536044131798
2025,65,1102,-11.571428571428571,-18.32898148279953,-0.14285714285714285,2.6586674456513384,0.10741140315775431,-1.0225758700984235,-17.21646889807861
2025,68,1102,-10.714285714285714,-17.88315677610526,0.14285714285714285,1.77022064919447,0.04051797912147315,-1.7281207578025328,-17.0300481759436
2025,71,1102,-12.714285714285714,-14.767583623767402,-0.42857142857142855,1.1575833745773783,-0.06464075103725701,-7.033510133170423,-13.061794207689635
2025,74,1102,-13.285714285714286,-9.015892703496855,1.4285714285714286,2.476164042849066,-0.13110691645079084,-8.012995064673603,-11.322765262778338
2025,79,1102,-10.857142857142858,-7.251007091897685,2.142857142857143,2.3970979688913983,-0.14793542204657756,-8.083691563941532,-6.20526371670536
2025,82,1102,-12.285714285714286,-6.37739755769909,0.5714285714285714,3.9788834479389044,-0.1594642441017154,-7.923904340781592,-9.521590247317606
2025,85,1102,-14.571428571428571,-4.729500940858374,-1.7142857142857142,5.6139482663176485,-0.14655908203688947,-9.692786951033932,-5.053276606071634
2025,89,1102,-12.0,2.7931747961030773,-2.2857142857142856,3.81668844649466,-0.232926962522417,-11.697883303956372,-1.7855057296051047
2025,92,1102,-13.0,3.542361427277286,-2.857142857142857,6.017906112023824,-0.16705394664940115,-11.11805790536778,1.95109928029183
2025,96,1102,-17.142857142857142,0.7260658807185821,-2.2857142857142856,7.727669813026337,-0.2061129035655009,-11.434009345045306,-1.7445528936212145
2025,99,1102,-19.428571428571427,-1.2243219096043343,-3.2857142857142856,7.830641108774809,-0.2939537177221045,-12.776740607052119,0.010636361568038362
2025,106,1102,-20.285714285714285,-3.39545152350662,-3.2857142857142856,5.941679167022853,-0.26054357947325657,-13.332326366719512,-1.7713807931199241
2025,110,1102,-15.714285714285714,-5.280237068881227,-0.42857142857142855,4.029609215896542,-0.2970921702014139,-9.809650629758059,-0.38582657143124827
2025,113,1102,-15.857142857142858,-6.977428766072925,0.5714285714285714,4.549233070039762,-0.3726023742830465,-9.30868229984236,0.36127928845656804
2025,117,1102,-17.285714285714285,-7.958337258502153,1.7142857142857142,5.816698260518008,-0.38782179538482053,-7.501382456828233,-3.58494357080977
2025,120,1102,-18.571428571428573,-10.302133745155782,2.142857142857143,5.159610766199884,-0.4489329064959317,-7.177880257271271,-8.253135790489404
2025,0,1103,,,,,,,
2025,8,1103,,,,,,,
2025,18,1103,,,,,,,
2025,19,1103,,,,,,,
2025,20,1103,,,,,,,
2025,29,1103,,,,,,,
2025,41,1103,0.5714285714285714,-0.7283788370971018,3.7142857142857144,-2.7407680701925696,-0.14335676375813483,-1.5391805447059954,0.00806397810972064
2025,46,1103,-1.0,-5.22106354164094,2.857142857142857,-3.8652051741615594,-0.043812448424345805,-1.8284715031024723,-3.125310583836271
2025,47,1103,4.285714285714286,3.112269791692392,4.285714285714286,-2.5552916450488987,0.0032548633488482964,0.23105895836503468,-3.864658954763589
2025,56,1103,3.142857142857143,2.626414799619251,2.857142857142857,-0.9346301099101912,-0.08475534073278435,-0.15511547555455657,-0.315190921936423
2025,60,1103,2.4285714285714284,2.532429837213236,2.142857142857143,-0.3817380774061735,-0.1025453514739229,-0.5367878188473684,7.3019745213159775
2025,64,1103,2.0,0.6888320876921422,1.8571428571428572,-0.42250647643354916,-0.11038948102857878,0.28948735525389274,2.323619542960998
2025,68,1103,3.5714285714285716,2.865702835991462,2.2857142857142856,-1.423792112222811,-0.06593972026302852,1.002338739750364,1.0702779597843326
2025,71,1103,7.285714285714286,6.559396529685155,4.428571428571429,-0.2455512014680798,0.00013170830840004383,4.557894295305919,2.7326929257707278
2025,74,1103,11.285714285714286,9.080837901932979,6.857142857142857,0.37576956270012857,0.007462870438323792,9.236985759477793,0.9140866953997916
2025,78,1103,13.285714285714286,6.531666059282875,7.285714285714286,0.8836341795905539,-0.13856887559342226,12.566686268648445,2.4220232033362996
2025,82,1103,17.285714285714285,7.729447065093334,8.714285714285714,0.30314805921966553,-0.0696241924570098,15.569291890427795,0.4744459268116553
2025,85,1103,18.285714285714285,13.377926552582108,8.0,1.264488110358963,-0.10321262783115948,15.341553802881606,0.9073463597120883
2025,88,1103,18.0,13.071804103602517,8.714285714285714,2.653952603249747,-0.12920308474266903,16.32367342668741,0.7136994269347211
2025,92,1103,15.714285714285714,10.31931849397405,9.285714285714286,2.3519665895705635,-0.1019770213323951,13.89243947871562,-2.802682971435256
2025,96,1103,16.571428571428573,11.570122869778427,9.428571428571429,1.724942917455939,-0.06269130704668081,13.788381899141879,-0.12836324354409964
2025,99,1103,16.714285714285715,11.658066160486694,9.0,2.884342847592418,-0.08722233157770534,14.253359556871638,1.33382163040548
2025,103,1103,12.571428571428571,9.84215863805743,9.0,1.0750462455696703,0.1103451802755208,11.22197654940832,-2.8090355124516626
2025,106,1103,10.142857142857142,8.495293805167753,8.714285714285714,1.934865781110588,0.13111138149284987,9.969360118220461,-2.1424384642756666
2025,110,1103,6.285714285714286,5.803194238068188,8.285714285714286,3.0910924256947996,0.06648553115271381,8.53211684659487,-5.032048853886056
2025,113,1103,5.0,6.125774883229477,6.857142857142857,1.747560196571374,0.08021839271839272,6.602043781564275,-3.6170042711396095
2025,116,1103,4.571428571428571,5.219154621770506,6.142857142857143,1.6756541513866774,0.09655377302436127,6.464142467192372,-0.20630665876132376
2025,120,1103,4.0,6.006492284108169,5.0,3.409060062194984,0.04241843467849659,6.731111044498539,2.7186927724492866
2025,0,1104,,,,,,,
2025,4,1104,,,,,,,
2025,7,1104,,,,,,,
2025,11,1104,,,,,,,
2025,16,1104,,,,,,,
2025,22,1104,,,,,,,
2025,23,1104,12.428571428571429,10.219179040164663,7.142857142857143,3.3846122516012334,0.1402973183486078,9.949863478014949,4.803280545540607
2025,26,1104,4.142857142857143,7.2213906650177995,5.571428571428571,4.27246984509282,0.07943357891343981,4.998731561985773,1.862962718004736
2025,30,1104,5.0,4.766408672220679,6.142857142857143,4.467436362090082,0.08070908911752148,6.887653634915116,5.695919324070585
2025,40,1104,5.0,8.434258549747977,3.857142857142857,3.5160112389131086,-0.02383636542793308,4.824533304815864,6.330555787351551
2025,44,1104,7.285714285714286,9.739293384194577,4.571428571428571,3.036106826595115,-0.008344427025777954,6.434212264118883,1.6201004720575267
2025,48,1104,9.285714285714286,14.141369467606646,4.714285714285714,5.127823206789754,0.07651125437721805,8.712213605500507,-5.2370423850853305
2025,55,1104,11.857142857142858,12.004028044550934,5.0,3.1438103035310334,0.24222554009150374,9.472286865573766,-5.657210452312221
2025,61,1104,15.142857142857142,14.153225188186342,5.428571428571429,0.771252229524699,0.3129467042347069,8.07764884925739,-1.670070696671516
2025,65,1104,18.285714285714285,13.79762840401813,7.0,-1.3468892467124667,0.3271190398356139,9.75363490024344,-4.521980691438655
